time,close,Volume
312854400,6,NaN
315532800,6.3,NaN
318211200,6.3,NaN
320716800,6.3,NaN
323395200,6.9,NaN
325987200,7.5,NaN
328665600,7.6,NaN
331257600,7.8,NaN
333936000,7.7,NaN
336614400,7.5,NaN
339206400,7.5,NaN
341884800,7.5,NaN
344476800,7.2,NaN
347155200,7.5,NaN
349833600,7.4,NaN
352252800,7.4,NaN
354931200,7.2,NaN
357523200,7.5,NaN
360201600,7.5,NaN
362793600,7.2,NaN
365472000,7.4,NaN
368150400,7.6,NaN
370742400,7.9,NaN
373420800,8.3,NaN
376012800,8.5,NaN
378691200,8.6,NaN
381369600,8.9,NaN
383788800,9,NaN
386467200,9.3,NaN
389059200,9.4,NaN
391737600,9.6,NaN
394329600,9.8,NaN
397008000,9.8,NaN
399686400,10.1,NaN
402278400,10.4,NaN
404956800,10.8,NaN
407548800,10.8,NaN
410227200,10.4,NaN
412905600,10.4,NaN
415324800,10.3,NaN
418003200,10.2,NaN
420595200,10.1,NaN
423273600,10.1,NaN
425865600,9.4,NaN
428544000,9.5,NaN
431222400,9.2,NaN
433814400,8.8,NaN
436492800,8.5,NaN
439084800,8.3,NaN
441763200,8,NaN
444441600,7.8,NaN
446947200,7.8,NaN
449625600,7.7,NaN
452217600,7.4,NaN
454896000,7.2,NaN
457488000,7.5,NaN
460166400,7.5,NaN
462844800,7.3,NaN
465436800,7.4,NaN
468115200,7.2,NaN
470707200,7.3,NaN
473385600,7.3,NaN
476064000,7.2,NaN
478483200,7.2,NaN
481161600,7.3,NaN
483753600,7.2,NaN
486432000,7.4,NaN
489024000,7.4,NaN
491702400,7.1,NaN
494380800,7.1,NaN
496972800,7.1,NaN
499651200,7,NaN
502243200,7,NaN
504921600,6.7,NaN
507600000,7.2,NaN
510019200,7.2,NaN
512697600,7.1,NaN
515289600,7.2,NaN
517968000,7.2,NaN
520560000,7,NaN
523238400,6.9,NaN
525916800,7,NaN
528508800,7,NaN
531187200,6.9,NaN
533779200,6.6,NaN
536457600,6.6,NaN
539136000,6.6,NaN
541555200,6.6,NaN
544233600,6.3,NaN
546825600,6.3,NaN
549504000,6.2,NaN
552096000,6.1,NaN
554774400,6,NaN
557452800,5.9,NaN
560044800,6,NaN
562723200,5.8,NaN
565315200,5.7,NaN
567993600,5.7,NaN
570672000,5.7,NaN
573177600,5.7,NaN
575856000,5.4,NaN
578448000,5.6,NaN
581126400,5.4,NaN
583718400,5.4,NaN
586396800,5.6,NaN
589075200,5.4,NaN
591667200,5.4,NaN
594345600,5.3,NaN
596937600,5.3,NaN
599616000,5.4,NaN
602294400,5.2,NaN
604713600,5,NaN
607392000,5.2,NaN
609984000,5.2,NaN
612662400,5.3,NaN
615254400,5.2,NaN
617932800,5.2,NaN
620611200,5.3,NaN
623203200,5.3,NaN
625881600,5.4,NaN
628473600,5.4,NaN
631152000,5.4,NaN
633830400,5.3,NaN
636249600,5.2,NaN
638928000,5.4,NaN
641520000,5.4,NaN
644198400,5.2,NaN
646790400,5.5,NaN
649468800,5.7,NaN
652147200,5.9,NaN
654739200,5.9,NaN
657417600,6.2,NaN
660009600,6.3,NaN
662688000,6.4,NaN
665366400,6.6,NaN
667785600,6.8,NaN
670464000,6.7,NaN
673056000,6.9,NaN
675734400,6.9,NaN
678326400,6.8,NaN
681004800,6.9,NaN
683683200,6.9,NaN
686275200,7,NaN
688953600,7,NaN
691545600,7.3,NaN
694224000,7.3,NaN
696902400,7.4,NaN
699408000,7.4,NaN
702086400,7.4,NaN
704678400,7.6,NaN
707356800,7.8,NaN
709948800,7.7,NaN
712627200,7.6,NaN
715305600,7.6,NaN
717897600,7.3,NaN
720576000,7.4,NaN
723168000,7.4,NaN
725846400,7.3,NaN
728524800,7.1,NaN
730944000,7,NaN
733622400,7.1,NaN
736214400,7.1,NaN
738892800,7,NaN
741484800,6.9,NaN
744163200,6.8,NaN
746841600,6.7,NaN
749433600,6.8,NaN
752112000,6.6,NaN
754704000,6.5,NaN
757382400,6.6,NaN
760060800,6.6,NaN
762480000,6.5,NaN
765158400,6.4,NaN
767750400,6.1,NaN
770428800,6.1,NaN
773020800,6.1,NaN
775699200,6,NaN
778377600,5.9,NaN
780969600,5.8,NaN
783648000,5.6,NaN
786240000,5.5,NaN
788918400,5.6,NaN
791596800,5.4,NaN
794016000,5.4,NaN
796694400,5.8,NaN
799286400,5.6,NaN
801964800,5.6,NaN
804556800,5.7,NaN
807235200,5.7,NaN
809913600,5.6,NaN
812505600,5.5,NaN
815184000,5.6,NaN
817776000,5.6,NaN
820454400,5.6,NaN
823132800,5.5,NaN
825638400,5.5,NaN
828316800,5.6,NaN
830908800,5.6,NaN
833587200,5.3,NaN
836179200,5.5,NaN
838857600,5.1,NaN
841536000,5.2,NaN
844128000,5.2,NaN
846806400,5.4,NaN
849398400,5.4,NaN
852076800,5.3,NaN
854755200,5.2,NaN
857174400,5.2,NaN
859852800,5.1,NaN
862444800,4.9,NaN
865123200,5,NaN
867715200,4.9,NaN
870393600,4.8,NaN
873072000,4.9,NaN
875664000,4.7,NaN
878342400,4.6,NaN
880934400,4.7,NaN
883612800,4.6,NaN
886291200,4.6,NaN
888710400,4.7,NaN
891388800,4.3,NaN
893980800,4.4,NaN
896659200,4.5,NaN
899251200,4.5,NaN
901929600,4.5,NaN
904608000,4.6,NaN
907200000,4.5,NaN
909878400,4.4,NaN
912470400,4.4,NaN
915148800,4.3,NaN
917827200,4.4,NaN
920246400,4.2,NaN
922924800,4.3,NaN
925516800,4.2,NaN
928195200,4.3,NaN
930787200,4.3,NaN
933465600,4.2,NaN
936144000,4.2,NaN
938736000,4.1,NaN
941414400,4.1,NaN
944006400,4,NaN
946684800,4,NaN
949363200,4.1,NaN
951868800,4,NaN
954547200,3.8,NaN
957139200,4,NaN
959817600,4,NaN
962409600,4,NaN
965088000,4.1,NaN
967766400,3.9,NaN
970358400,3.9,NaN
973036800,3.9,NaN
975628800,3.9,NaN
978307200,4.2,NaN
980985600,4.2,NaN
983404800,4.3,NaN
986083200,4.4,NaN
988675200,4.3,NaN
991353600,4.5,NaN
993945600,4.6,NaN
