time,close,Volume
996624000,4.9,NaN
999302400,5,NaN
1001894400,5.3,NaN
1004572800,5.5,NaN
1007164800,5.7,NaN
1009843200,5.7,NaN
1012521600,5.7,NaN
1014940800,5.7,NaN
1017619200,5.9,NaN
1020211200,5.8,NaN
1022889600,5.8,NaN
1025481600,5.8,NaN
1028160000,5.7,NaN
1030838400,5.7,NaN
1033430400,5.7,NaN
1036108800,5.9,NaN
1038700800,6,NaN
1041379200,5.8,NaN
1044057600,5.9,NaN
1046476800,5.9,NaN
1049155200,6,NaN
1051747200,6.1,NaN
1054425600,6.3,NaN
1057017600,6.2,NaN
1059696000,6.1,NaN
1062374400,6.1,NaN
1064966400,6,NaN
1067644800,5.8,NaN
1070236800,5.7,NaN
1072915200,5.7,NaN
1075593600,5.6,NaN
1078099200,5.8,NaN
1080777600,5.6,NaN
1083369600,5.6,NaN
1086048000,5.6,NaN
1088640000,5.5,NaN
1091318400,5.4,NaN
1093996800,5.4,NaN
1096588800,5.5,NaN
1099267200,5.4,NaN
1101859200,5.4,NaN
1104537600,5.3,NaN
1107216000,5.4,NaN
1109635200,5.2,NaN
1112313600,5.2,NaN
1114905600,5.1,NaN
1117584000,5,NaN
1120176000,5,NaN
1122854400,4.9,NaN
1125532800,5,NaN
1128124800,5,NaN
1130803200,5,NaN
1133395200,4.9,NaN
1136073600,4.7,NaN
1138752000,4.8,NaN
1141171200,4.7,NaN
1143849600,4.7,NaN
1146441600,4.6,NaN
1149120000,4.6,NaN
1151712000,4.7,NaN
1154390400,4.7,NaN
1157068800,4.5,NaN
1159660800,4.4,NaN
1162339200,4.5,NaN
1164931200,4.4,NaN
1167609600,4.6,NaN
1170288000,4.5,NaN
1172707200,4.4,NaN
1175385600,4.5,NaN
1177977600,4.4,NaN
1180656000,4.6,NaN
1183248000,4.7,NaN
1185926400,4.6,NaN
1188604800,4.7,NaN
1191196800,4.7,NaN
1193875200,4.7,NaN
1196467200,5,NaN
1199145600,5,NaN
1201824000,4.9,NaN
1204329600,5.1,NaN
1207008000,5,NaN
1209600000,5.4,NaN
1212278400,5.6,NaN
1214870400,5.8,NaN
1217548800,6.1,NaN
1220227200,6.1,NaN
1222819200,6.5,NaN
1225497600,6.8,NaN
1228089600,7.3,NaN
1230768000,7.8,NaN
1233446400,8.3,NaN
1235865600,8.7,NaN
1238544000,9,NaN
1241136000,9.4,NaN
1243814400,9.5,NaN
1246406400,9.5,NaN
1249084800,9.6,NaN
1251763200,9.8,NaN
1254355200,10,NaN
1257033600,9.9,NaN
1259625600,9.9,NaN
1262304000,9.8,NaN
1264982400,9.8,NaN
1267401600,9.9,NaN
1270080000,9.9,NaN
1272672000,9.6,NaN
1275350400,9.4,NaN
1277942400,9.4,NaN
1280620800,9.5,NaN
1283299200,9.5,NaN
1285891200,9.4,NaN
1288569600,9.8,NaN
1291161600,9.3,NaN
1293840000,9.1,NaN
1296518400,9,NaN
1298937600,9,NaN
1301616000,9.1,NaN
1304208000,9,NaN
1306886400,9.1,NaN
1309478400,9,NaN
1312156800,9,NaN
1314835200,9,NaN
1317427200,8.8,NaN
1320105600,8.6,NaN
1322697600,8.5,NaN
1325376000,8.3,NaN
1328054400,8.3,NaN
1330560000,8.2,NaN
1333238400,8.2,NaN
1335830400,8.2,NaN
1338508800,8.2,NaN
1341100800,8.2,NaN
1343779200,8.1,NaN
1346457600,7.8,NaN
1349049600,7.8,NaN
1351728000,7.7,NaN
1354320000,7.9,NaN
1356998400,8,NaN
1359676800,7.7,NaN
1362096000,7.5,NaN
1364774400,7.6,NaN
1367366400,7.5,NaN
1370044800,7.5,NaN
1372636800,7.3,NaN
1375315200,7.2,NaN
1377993600,7.2,NaN
1380585600,7.2,NaN
1383264000,6.9,NaN
1385856000,6.7,NaN
1388534400,6.6,NaN
1391212800,6.7,NaN
1393632000,6.7,NaN
1396310400,6.2,NaN
1398902400,6.3,NaN
1401580800,6.1,NaN
1404172800,6.2,NaN
1406851200,6.1,NaN
1409529600,5.9,NaN
1412121600,5.7,NaN
1414800000,5.8,NaN
1417392000,5.6,NaN
1420070400,5.7,NaN
1422748800,5.5,NaN
1425168000,5.4,NaN
1427846400,5.4,NaN
1430438400,5.6,NaN
1433116800,5.3,NaN
1435708800,5.2,NaN
1438387200,5.1,NaN
1441065600,5,NaN
1443657600,5,NaN
1446336000,5.1,NaN
1448928000,5,NaN
1451606400,4.8,NaN
1454284800,4.9,NaN
1456790400,5,NaN
1459468800,5.1,NaN
1462060800,4.8,NaN
1464739200,4.9,NaN
1467331200,4.8,NaN
1470009600,4.9,NaN
1472688000,5,NaN
1475280000,4.9,NaN
1477958400,4.7,NaN
1480550400,4.7,NaN
1483228800,4.7,NaN
1485907200,4.6,NaN
1488326400,4.4,NaN
1491004800,4.4,NaN
1493596800,4.4,NaN
1496275200,4.3,NaN
1498867200,4.3,NaN
1501545600,4.4,NaN
1504224000,4.3,NaN
1506816000,4.2,NaN
1509494400,4.2,NaN
1512086400,4.1,NaN
1514764800,4,NaN
1517443200,4.1,NaN
1519862400,4,NaN
1522540800,4,NaN
1525132800,3.8,NaN
1527811200,4,NaN
1530403200,3.8,NaN
1533081600,3.8,NaN
1535760000,3.7,NaN
1538352000,3.8,NaN
1541030400,3.8,NaN
1543622400,3.9,NaN
1546300800,4,NaN
1548979200,3.8,NaN
1551398400,3.8,NaN
1554076800,3.7,NaN
1556668800,3.6,NaN
1559347200,3.6,NaN
1561939200,3.7,NaN
1564617600,3.6,NaN
1567296000,3.5,NaN
1569888000,3.6,NaN
1572566400,3.6,NaN
1575158400,3.6,NaN
1577836800,3.6,NaN
1580515200,3.5,NaN
1583020800,4.4,NaN
1585699200,14.8,NaN
1588291200,13.2,NaN
1590969600,11,NaN
1593561600,10.2,NaN
1596240000,8.4,NaN
1598918400,7.8,NaN
1601510400,6.8,NaN
1604188800,6.7,NaN
1606780800,6.7,NaN
1609459200,6.4,NaN
1612137600,6.2,NaN
1614556800,6.1,NaN
1617235200,6.1,NaN
1619827200,5.8,NaN
1622505600,5.9,NaN
1625097600,5.4,NaN
1627776000,5.1,NaN
1630454400,4.7,NaN
1633046400,4.5,NaN
1635724800,4.1,NaN
1638316800,3.9,NaN
1640995200,4,NaN
1643673600,3.8,NaN
1646092800,3.6,NaN
1648771200,3.7,NaN
1651363200,3.6,NaN
1654041600,3.6,NaN
1656633600,3.5,NaN
1659312000,3.6,NaN
1661990400,3.5,NaN
1664582400,3.6,NaN
1667260800,3.6,NaN
1669852800,3.5,NaN
1672531200,3.4,NaN
1675209600,3.6,NaN
1677628800,3.5,NaN
1680307200,3.4,NaN
1682899200,3.7,NaN
1685577600,3.6,NaN
1688169600,3.5,NaN
1690848000,3.8,NaN
1693526400,3.8,NaN
1696118400,3.8,NaN
1698796800,3.7,NaN
1701388800,3.7,NaN
1704067200,3.7,NaN
1706745600,3.9,NaN
1709251200,3.8,NaN
1711929600,3.9,NaN
1714521600,4,NaN
1717200000,4.1,NaN
1719792000,4.3,NaN
1722470400,4.2,NaN
1725148800,4.1,NaN
1727740800,4.1,NaN
