time,close,Volume
1270080000,2.2,NaN
1272672000,2,NaN
1275350400,1.1,NaN
1277942400,1.2,NaN
1280620800,1.1,NaN
1283299200,1.1,NaN
1285891200,1.2,NaN
1288569600,1.1,NaN
1291161600,1.5,NaN
1293840000,1.6,NaN
1296518400,2.1,NaN
1298937600,2.7,NaN
1301616000,3.2,NaN
1304208000,3.6,NaN
1306886400,3.6,NaN
1309478400,3.6,NaN
1312156800,3.8,NaN
1314835200,3.9,NaN
1317427200,3.5,NaN
1320105600,3.4,NaN
1322697600,3,NaN
1325376000,2.9,NaN
1328054400,2.9,NaN
1330560000,2.7,NaN
1333238400,2.3,NaN
1335830400,1.7,NaN
1338508800,1.7,NaN
1341100800,1.4,NaN
1343779200,1.7,NaN
1346457600,2,NaN
1349049600,2.2,NaN
1351728000,1.8,NaN
1354320000,1.7,NaN
1356998400,1.6,NaN
1359676800,2,NaN
1362096000,1.5,NaN
1364774400,1.1,NaN
1367366400,1.4,NaN
1370044800,1.8,NaN
1372636800,2,NaN
1375315200,1.5,NaN
1377993600,1.2,NaN
1380585600,1,NaN
1383264000,1.2,NaN
1385856000,1.5,NaN
1388534400,1.6,NaN
1391212800,1.1,NaN
1393632000,1.5,NaN
1396310400,2,NaN
1398902400,2.1,NaN
1401580800,2.1,NaN
1404172800,2,NaN
1406851200,1.7,NaN
1409529600,1.7,NaN
1412121600,1.7,NaN
1414800000,1.3,NaN
1417392000,0.8,NaN
1420070400,-0.1,NaN
1422748800,0,NaN
1425168000,-0.1,NaN
1427846400,-0.2,NaN
1430438400,0,NaN
1433116800,0.1,NaN
1435708800,0.2,NaN
1438387200,0.2,NaN
1441065600,0,NaN
1443657600,0.2,NaN
1446336000,0.5,NaN
1448928000,0.7,NaN
1451606400,1.4,NaN
1454284800,1,NaN
1456790400,0.9,NaN
1459468800,1.1,NaN
1462060800,1,NaN
1464739200,1,NaN
1467331200,0.8,NaN
1470009600,1.1,NaN
1472688000,1.5,NaN
1475280000,1.6,NaN
1477958400,1.7,NaN
1480550400,2.1,NaN
1483228800,2.5,NaN
1485907200,2.7,NaN
1488326400,2.4,NaN
1491004800,2.2,NaN
1493596800,1.9,NaN
1496275200,1.6,NaN
1498867200,1.7,NaN
1501545600,1.9,NaN
1504224000,2.2,NaN
1506816000,2,NaN
1509494400,2.2,NaN
1512086400,2.1,NaN
1514764800,2.1,NaN
1517443200,2.2,NaN
1519862400,2.4,NaN
1522540800,2.5,NaN
1525132800,2.8,NaN
1527811200,2.9,NaN
1530403200,2.9,NaN
1533081600,2.7,NaN
1535760000,2.3,NaN
1538352000,2.5,NaN
1541030400,2.2,NaN
1543622400,1.9,NaN
1546300800,1.6,NaN
1548979200,1.5,NaN
1551398400,1.9,NaN
1554076800,2,NaN
1556668800,1.8,NaN
1559347200,1.6,NaN
1561939200,1.8,NaN
1564617600,1.7,NaN
1567296000,1.7,NaN
1569888000,1.8,NaN
1572566400,2.1,NaN
1575158400,2.3,NaN
1577836800,2.5,NaN
1580515200,2.3,NaN
1583020800,1.5,NaN
1585699200,0.3,NaN
1588291200,0.1,NaN
1590969600,0.6,NaN
1593561600,1,NaN
1596240000,1.3,NaN
1598918400,1.4,NaN
1601510400,1.2,NaN
1604188800,1.2,NaN
1606780800,1.4,NaN
1609459200,1.4,NaN
1612137600,1.7,NaN
1614556800,2.6,NaN
1617235200,4.2,NaN
1619827200,5,NaN
1622505600,5.4,NaN
1625097600,5.4,NaN
1627776000,5.3,NaN
1630454400,5.4,NaN
1633046400,6.2,NaN
1635724800,6.8,NaN
1638316800,7,NaN
1640995200,7.5,NaN
1643673600,7.9,NaN
1646092800,8.5,NaN
1648771200,8.3,NaN
1651363200,8.6,NaN
1654041600,9.1,NaN
1656633600,8.5,NaN
1659312000,8.3,NaN
1661990400,8.2,NaN
1664582400,7.7,NaN
1667260800,7.1,NaN
1669852800,6.5,NaN
1672531200,6.4,NaN
1675209600,6,NaN
1677628800,5,NaN
1680307200,4.9,NaN
1682899200,4.1,NaN
1685577600,3,NaN
1688169600,3.2,NaN
1690848000,3.7,NaN
1693526400,3.7,NaN
1696118400,3.2,NaN
1698796800,3.1,NaN
1701388800,3.4,NaN
1704067200,3.1,NaN
1706745600,3.2,NaN
1709251200,3.5,NaN
1711929600,3.4,NaN
1714521600,3.3,NaN
1717200000,3,NaN
1719792000,2.9,NaN
1722470400,2.5,NaN
1725148800,2.4,NaN
1727740800,2.6,NaN
